user_id,signup_date,channel
75710,2019-01-17,ORGANIC
34491,2019-01-04,PPC
12172,2019-01-13,ORGANIC
49119,2019-01-11,EMAIL
6295,2019-01-26,PPC
72221,2019-01-15,PPC
24098,2019-01-11,PPC
51169,2019-01-21,ORGANIC
13288,2019-01-21,PPC
33816,2019-01-16,ORGANIC
56936,2019-01-21,PPC
38645,2019-01-12,PPC
50376,2019-01-05,PPC
84833,2019-01-03,ORGANIC
77434,2019-01-21,PPC
19938,2019-01-27,PPC
55364,2019-01-27,ORGANIC
16283,2019-01-19,ORGANIC
69293,2019-01-11,ORGANIC
15342,2019-01-03,PPC
68412,2019-01-03,EMAIL
20560,2019-01-17,ORGANIC
92955,2019-01-14,ORGANIC
35911,2019-01-05,PPC
56709,2019-01-05,ORGANIC
34657,2019-01-21,PPC
24395,2019-01-27,ORGANIC
22156,2019-01-18,ORGANIC
13387,2019-01-13,PPC
58261,2019-01-03,PPC
30519,2019-01-22,ORGANIC
81603,2019-01-02,ORGANIC
33169,2019-01-20,PPC
34383,2019-01-24,ORGANIC
6672,2019-01-08,PPC
50157,2019-01-18,ORGANIC
45497,2019-01-18,ORGANIC
84734,2019-01-07,ORGANIC
30924,2019-01-23,PPC
80143,2019-01-22,EMAIL
63425,2019-01-21,PPC
53501,2019-01-03,EMAIL
43729,2019-01-12,PPC
80113,2019-01-05,ORGANIC
85284,2019-01-22,ORGANIC
3583,2019-01-20,EMAIL
48972,2019-01-12,ORGANIC
89539,2019-01-02,ORGANIC
64216,2019-01-13,ORGANIC
12100,2019-01-03,PPC
97606,2019-01-23,PPC
34224,2019-01-22,PPC
32516,2019-01-09,ORGANIC
48197,2019-01-17,PPC
15221,2019-01-26,PPC
64627,2019-01-18,ORGANIC
19763,2019-01-10,EMAIL
67209,2019-01-11,PPC
90158,2019-01-17,ORGANIC
40607,2019-01-23,PPC
16720,2019-01-06,EMAIL
74730,2019-01-21,ORGANIC
92141,2019-01-02,PPC
40116,2019-01-07,ORGANIC
68363,2019-01-13,ORGANIC
34838,2019-01-04,PPC
47642,2019-01-21,ORGANIC
49541,2019-01-09,ORGANIC
48494,2019-01-21,ORGANIC
8760,2019-01-19,PPC
54550,2019-01-27,ORGANIC
83011,2019-01-07,ORGANIC
77063,2019-01-26,PPC
40868,2019-01-17,ORGANIC
60863,2019-01-12,ORGANIC
14173,2019-01-11,PPC
87940,2019-01-16,ORGANIC
51760,2019-01-10,PPC
35673,2019-01-14,ORGANIC
4640,2019-01-10,ORGANIC
55249,2019-01-14,PPC
88473,2019-01-16,EMAIL
42550,2019-01-19,ORGANIC
52690,2019-01-14,ORGANIC
70472,2019-01-18,PPC
41591,2019-01-17,ORGANIC
89988,2019-01-11,ORGANIC
66048,2019-01-16,ORGANIC
39362,2019-01-02,ORGANIC
61098,2019-01-24,ORGANIC
24498,2019-01-05,EMAIL
79785,2019-01-16,ORGANIC
74795,2019-01-03,ORGANIC
77442,2019-01-15,ORGANIC
13036,2019-01-11,ORGANIC
21041,2019-01-09,PPC
53178,2019-01-24,EMAIL
17445,2019-01-05,ORGANIC
20056,2019-01-13,ORGANIC
26040,2019-01-10,PPC
96947,2019-01-24,EMAIL
65603,2019-01-12,PPC
37159,2019-01-27,ORGANIC
63933,2019-01-21,ORGANIC
10165,2019-01-16,PPC
64293,2019-01-26,ORGANIC
33674,2019-01-10,PPC
62369,2019-01-12,PPC
36571,2019-01-12,ORGANIC
29142,2019-01-09,ORGANIC
87801,2019-01-18,PPC
24923,2019-01-18,PPC
94371,2019-01-06,ORGANIC
70490,2019-01-24,ORGANIC
98145,2019-01-02,ORGANIC
98537,2019-01-22,ORGANIC
83976,2019-01-04,EMAIL
34788,2019-01-07,PPC
23364,2019-01-27,PPC
5642,2019-01-08,PPC
2030,2019-01-24,PPC
41017,2019-01-12,ORGANIC
70459,2019-01-23,ORGANIC
20503,2019-01-05,ORGANIC
57357,2019-01-02,PPC
52605,2019-01-14,ORGANIC
51308,2019-01-19,ORGANIC
69694,2019-01-09,ORGANIC
97139,2019-01-03,ORGANIC
68808,2019-01-22,ORGANIC
58843,2019-01-12,ORGANIC
59741,2019-01-26,ORGANIC
67221,2019-01-03,ORGANIC
3988,2019-01-18,ORGANIC
99110,2019-01-18,ORGANIC
14673,2019-01-14,ORGANIC
22236,2019-01-16,PPC
24422,2019-01-11,ORGANIC
98904,2019-01-17,ORGANIC
82505,2019-01-05,PPC
57853,2019-01-12,PPC
29002,2019-01-13,ORGANIC
97947,2019-01-16,PPC
35299,2019-01-06,ORGANIC
71189,2019-01-20,ORGANIC
74386,2019-01-18,ORGANIC
12887,2019-01-04,ORGANIC
87102,2019-01-13,PPC
98807,2019-01-17,PPC
40580,2019-01-08,ORGANIC
38399,2019-01-23,ORGANIC
25452,2019-01-17,ORGANIC
65134,2019-01-08,ORGANIC
17031,2019-01-09,ORGANIC
60787,2019-01-12,ORGANIC
34037,2019-01-24,EMAIL
2023,2019-01-15,ORGANIC
42092,2019-01-27,EMAIL
21397,2019-01-25,ORGANIC
70800,2019-01-12,ORGANIC
73617,2019-01-07,ORGANIC
3393,2019-01-09,ORGANIC
95496,2019-01-16,ORGANIC
38655,2019-01-06,ORGANIC
49558,2019-01-17,ORGANIC
1521,2019-01-11,ORGANIC
71117,2019-01-13,PPC
5039,2019-01-23,ORGANIC
14944,2019-01-02,ORGANIC
88611,2019-01-02,ORGANIC
22513,2019-01-07,PPC
94493,2019-01-21,PPC
91318,2019-01-15,ORGANIC
17489,2019-01-13,EMAIL
28157,2019-01-16,ORGANIC
37396,2019-01-05,ORGANIC
73231,2019-01-20,PPC
15555,2019-01-15,ORGANIC
42073,2019-01-22,ORGANIC
8035,2019-01-11,PPC
51976,2019-01-27,PPC
18299,2019-01-09,ORGANIC
73697,2019-01-15,PPC
66951,2019-01-04,PPC
43343,2019-01-13,ORGANIC
8809,2019-01-25,ORGANIC
95298,2019-01-03,ORGANIC
19467,2019-01-16,ORGANIC
2986,2019-01-20,EMAIL
81362,2019-01-13,ORGANIC
40554,2019-01-12,ORGANIC
97800,2019-01-19,ORGANIC
15581,2019-01-02,ORGANIC
90911,2019-01-04,ORGANIC
72269,2019-01-12,PPC
35063,2019-01-05,ORGANIC
67264,2019-01-23,PPC
36253,2019-01-18,ORGANIC
35925,2019-01-23,ORGANIC
53440,2019-01-06,EMAIL
59907,2019-01-10,PPC
3472,2019-01-12,ORGANIC
90885,2019-01-11,ORGANIC
77795,2019-01-23,ORGANIC
16463,2019-01-05,ORGANIC
90368,2019-01-18,ORGANIC
76025,2019-01-09,ORGANIC
51407,2019-01-13,ORGANIC
28092,2019-01-07,ORGANIC
52832,2019-01-23,ORGANIC
94597,2019-01-02,ORGANIC
75622,2019-01-24,EMAIL
70166,2019-01-11,ORGANIC
99009,2019-01-26,ORGANIC
89568,2019-01-17,ORGANIC
79500,2019-01-05,PPC
73641,2019-01-13,PPC
33141,2019-01-03,ORGANIC
84507,2019-01-09,ORGANIC
30036,2019-01-26,EMAIL
16117,2019-01-18,EMAIL
33734,2019-01-25,PPC
75994,2019-01-02,ORGANIC
73139,2019-01-16,ORGANIC
61809,2019-01-18,ORGANIC
11739,2019-01-24,ORGANIC
11998,2019-01-09,PPC
44515,2019-01-13,PPC
36763,2019-01-11,PPC
98898,2019-01-02,ORGANIC
4457,2019-01-19,EMAIL
92078,2019-01-10,PPC
45119,2019-01-10,ORGANIC
45860,2019-01-14,ORGANIC
69244,2019-01-13,ORGANIC
68146,2019-01-02,ORGANIC
61710,2019-01-09,PPC
1830,2019-01-05,EMAIL
5504,2019-01-22,PPC
12731,2019-01-09,ORGANIC
70876,2019-01-08,ORGANIC
98191,2019-01-21,ORGANIC
38930,2019-01-25,ORGANIC
4680,2019-01-20,ORGANIC
43445,2019-01-19,PPC
70601,2019-01-04,ORGANIC
50162,2019-01-20,ORGANIC
14618,2019-01-06,PPC
8182,2019-01-16,ORGANIC
50321,2019-01-15,ORGANIC
33507,2019-01-21,ORGANIC
3210,2019-01-21,ORGANIC
40946,2019-01-06,ORGANIC
39752,2019-01-27,EMAIL
86724,2019-01-10,ORGANIC
70557,2019-01-19,EMAIL
93222,2019-01-24,ORGANIC
34171,2019-01-12,PPC
77474,2019-01-10,PPC
38927,2019-01-04,EMAIL
12752,2019-01-14,ORGANIC
6075,2019-01-19,ORGANIC
66404,2019-01-12,ORGANIC
27212,2019-01-12,EMAIL
37526,2019-01-24,ORGANIC
25136,2019-01-19,PPC
88479,2019-01-02,ORGANIC
67593,2019-01-09,PPC
81858,2019-01-12,EMAIL
78042,2019-01-13,PPC
89567,2019-01-14,ORGANIC
19084,2019-01-26,PPC
54516,2019-01-09,ORGANIC
26288,2019-01-10,PPC
92358,2019-01-04,PPC
49092,2019-01-10,ORGANIC
31603,2019-01-15,PPC
44740,2019-01-23,PPC
13877,2019-01-20,PPC
86563,2019-01-15,ORGANIC
73077,2019-01-06,PPC
24657,2019-01-12,PPC
12235,2019-01-12,PPC
65857,2019-01-20,PPC
81659,2019-01-08,PPC
43821,2019-01-20,ORGANIC
62620,2019-01-17,EMAIL
19862,2019-01-18,ORGANIC
49577,2019-01-22,PPC
61603,2019-01-27,ORGANIC
81911,2019-01-13,PPC
57042,2019-01-09,PPC
52548,2019-01-14,PPC
30117,2019-01-09,ORGANIC
79552,2019-01-25,ORGANIC
13454,2019-01-12,PPC
17842,2019-01-02,PPC
3715,2019-01-21,ORGANIC
25395,2019-01-02,ORGANIC
52325,2019-01-15,ORGANIC
15554,2019-01-20,ORGANIC
24715,2019-01-15,ORGANIC
31969,2019-01-16,ORGANIC
45232,2019-01-20,PPC
24174,2019-01-10,ORGANIC
80909,2019-01-10,PPC
29988,2019-01-27,ORGANIC
33172,2019-01-06,ORGANIC
62905,2019-01-11,ORGANIC
67733,2019-01-03,ORGANIC
15587,2019-01-11,PPC
41066,2019-01-11,ORGANIC
93502,2019-01-20,ORGANIC
89939,2019-01-03,ORGANIC
98492,2019-01-27,ORGANIC
36477,2019-01-06,ORGANIC
12743,2019-01-17,PPC
27926,2019-01-07,ORGANIC
98301,2019-01-24,ORGANIC
59730,2019-01-06,EMAIL
99146,2019-01-04,ORGANIC
64110,2019-01-02,ORGANIC
23673,2019-01-12,PPC
48327,2019-01-04,ORGANIC
83150,2019-01-18,ORGANIC
4142,2019-01-27,ORGANIC
16376,2019-01-10,ORGANIC
40778,2019-01-21,PPC
74109,2019-01-03,PPC
66431,2019-01-22,ORGANIC
89463,2019-01-27,ORGANIC
6044,2019-01-16,ORGANIC
75256,2019-01-18,PPC
46784,2019-01-10,PPC
53599,2019-01-26,PPC
45247,2019-01-17,PPC
33268,2019-01-06,ORGANIC
45757,2019-01-22,PPC
60163,2019-01-27,PPC
33754,2019-01-10,PPC
36179,2019-01-24,EMAIL
73768,2019-01-09,ORGANIC
31734,2019-01-03,PPC
63314,2019-01-04,PPC
66088,2019-01-22,ORGANIC
38281,2019-01-20,ORGANIC
18606,2019-01-14,ORGANIC
80658,2019-01-14,ORGANIC
41815,2019-01-10,ORGANIC
1146,2019-01-14,ORGANIC
45390,2019-01-20,ORGANIC
56974,2019-01-21,PPC
83027,2019-01-20,ORGANIC
44713,2019-01-10,PPC
31820,2019-01-22,ORGANIC
31954,2019-01-11,PPC
11497,2019-01-12,ORGANIC
46601,2019-01-23,ORGANIC
23618,2019-01-06,ORGANIC
25444,2019-01-15,ORGANIC
95085,2019-01-17,PPC
99693,2019-01-24,ORGANIC
11991,2019-01-19,EMAIL
67285,2019-01-03,ORGANIC
92002,2019-01-16,ORGANIC
44007,2019-01-07,ORGANIC
31429,2019-01-19,PPC
62109,2019-01-04,PPC
33999,2019-01-07,ORGANIC
32881,2019-01-09,ORGANIC
49163,2019-01-17,ORGANIC
67881,2019-01-16,EMAIL
33781,2019-01-22,ORGANIC
8578,2019-01-21,PPC
62434,2019-01-20,ORGANIC
62135,2019-01-02,ORGANIC
91467,2019-01-17,PPC
20627,2019-01-26,ORGANIC
23115,2019-01-17,ORGANIC
79194,2019-01-17,ORGANIC
45127,2019-01-23,ORGANIC
51046,2019-01-19,ORGANIC
5377,2019-01-13,ORGANIC
38047,2019-01-13,ORGANIC
95027,2019-01-04,PPC
75814,2019-01-07,ORGANIC
47755,2019-01-26,ORGANIC
30142,2019-01-27,ORGANIC
45327,2019-01-11,ORGANIC
22309,2019-01-10,ORGANIC
4262,2019-01-24,PPC
76414,2019-01-21,ORGANIC
4287,2019-01-27,ORGANIC
18095,2019-01-10,PPC
92819,2019-01-23,ORGANIC
42715,2019-01-14,PPC
51023,2019-01-10,ORGANIC
18697,2019-01-03,PPC
11919,2019-01-09,PPC
81831,2019-01-03,PPC
62739,2019-01-03,ORGANIC
96387,2019-01-18,PPC
68391,2019-01-07,ORGANIC
46496,2019-01-26,ORGANIC
13941,2019-01-22,ORGANIC
48353,2019-01-11,ORGANIC
90664,2019-01-11,ORGANIC
8790,2019-01-27,ORGANIC
87233,2019-01-18,ORGANIC
38993,2019-01-10,PPC
84408,2019-01-18,PPC
87470,2019-01-25,PPC
39199,2019-01-05,EMAIL
57195,2019-01-17,ORGANIC
25213,2019-01-21,ORGANIC
30691,2019-01-10,EMAIL
21624,2019-01-13,PPC
61605,2019-01-11,PPC
66769,2019-01-24,PPC
30256,2019-01-20,ORGANIC
88751,2019-01-09,PPC
64237,2019-01-17,ORGANIC
38284,2019-01-04,ORGANIC
7717,2019-01-15,PPC
13914,2019-01-10,ORGANIC
45920,2019-01-09,ORGANIC
22047,2019-01-03,ORGANIC
27899,2019-01-12,ORGANIC
28860,2019-01-09,ORGANIC
86261,2019-01-11,ORGANIC
24799,2019-01-11,ORGANIC
11791,2019-01-18,ORGANIC
91839,2019-01-13,EMAIL
90829,2019-01-26,PPC
36276,2019-01-07,PPC
59440,2019-01-14,ORGANIC
9930,2019-01-04,PPC
41047,2019-01-20,ORGANIC
35529,2019-01-22,PPC
96677,2019-01-19,ORGANIC
36362,2019-01-02,PPC
82892,2019-01-21,EMAIL
55836,2019-01-16,ORGANIC
6244,2019-01-07,ORGANIC
33191,2019-01-17,PPC
80702,2019-01-19,ORGANIC
93778,2019-01-21,ORGANIC
18663,2019-01-10,ORGANIC
3267,2019-01-15,ORGANIC
26583,2019-01-05,ORGANIC
88174,2019-01-22,ORGANIC
69256,2019-01-04,ORGANIC
84693,2019-01-17,ORGANIC
68372,2019-01-20,PPC
17210,2019-01-20,ORGANIC
55972,2019-01-03,PPC
75653,2019-01-15,PPC
55002,2019-01-25,PPC
78302,2019-01-25,ORGANIC
79286,2019-01-17,ORGANIC
1784,2019-01-18,ORGANIC
40371,2019-01-03,ORGANIC
28081,2019-01-23,ORGANIC
20215,2019-01-15,PPC
57282,2019-01-06,ORGANIC
7748,2019-01-24,PPC
58571,2019-01-14,ORGANIC
95129,2019-01-21,PPC
92531,2019-01-10,PPC
79336,2019-01-22,PPC
44307,2019-01-04,EMAIL
77074,2019-01-05,PPC
91734,2019-01-17,PPC
91833,2019-01-16,PPC
61804,2019-01-14,ORGANIC
84428,2019-01-12,ORGANIC
3559,2019-01-10,PPC
57034,2019-01-02,ORGANIC
50747,2019-01-21,PPC
32770,2019-01-27,PPC
75157,2019-01-19,ORGANIC
65717,2019-01-24,PPC
58370,2019-01-14,PPC
42537,2019-01-25,PPC
44345,2019-01-20,ORGANIC
22860,2019-01-21,ORGANIC
61644,2019-01-24,EMAIL
2491,2019-01-25,PPC
96750,2019-01-16,PPC
14085,2019-01-18,PPC
50391,2019-01-18,PPC
80744,2019-01-07,ORGANIC
15737,2019-01-18,PPC
8401,2019-01-09,PPC
32500,2019-01-06,ORGANIC
34427,2019-01-09,ORGANIC
56364,2019-01-27,ORGANIC
54808,2019-01-19,PPC
66648,2019-01-26,ORGANIC
48872,2019-01-09,ORGANIC
66726,2019-01-22,ORGANIC
93549,2019-01-20,EMAIL
36915,2019-01-19,ORGANIC
86180,2019-01-20,ORGANIC
97731,2019-01-22,EMAIL
22591,2019-01-23,ORGANIC
63741,2019-01-11,PPC
18434,2019-01-14,ORGANIC
33524,2019-01-19,EMAIL
79235,2019-01-20,ORGANIC
12133,2019-01-22,PPC
71798,2019-01-27,ORGANIC
96136,2019-01-19,ORGANIC
94175,2019-01-26,PPC
7565,2019-01-14,PPC
47126,2019-01-13,ORGANIC
20226,2019-01-24,ORGANIC
47019,2019-01-10,ORGANIC
98485,2019-01-26,ORGANIC
95240,2019-01-23,PPC
81088,2019-01-05,PPC
98899,2019-01-09,ORGANIC
18783,2019-01-06,PPC
77125,2019-01-05,ORGANIC
75756,2019-01-22,PPC
50877,2019-01-24,ORGANIC
48269,2019-01-15,ORGANIC
94951,2019-01-18,PPC
11812,2019-01-02,PPC
10370,2019-01-05,PPC
63813,2019-01-24,EMAIL
69469,2019-01-20,ORGANIC
58233,2019-01-14,PPC
71482,2019-01-13,ORGANIC
83994,2019-01-25,ORGANIC
81505,2019-01-25,ORGANIC
14105,2019-01-09,ORGANIC
99122,2019-01-27,ORGANIC
97951,2019-01-20,ORGANIC
72345,2019-01-08,PPC
2434,2019-01-08,ORGANIC
16273,2019-01-24,ORGANIC
47494,2019-01-04,ORGANIC
55190,2019-01-06,PPC
54291,2019-01-02,PPC
28130,2019-01-09,PPC
83361,2019-01-14,ORGANIC
19722,2019-01-23,PPC
48617,2019-01-12,PPC
82392,2019-01-05,ORGANIC
65976,2019-01-03,EMAIL
45673,2019-01-03,EMAIL
39537,2019-01-09,PPC
8024,2019-01-21,ORGANIC
35049,2019-01-04,ORGANIC
63082,2019-01-08,ORGANIC
57085,2019-01-24,ORGANIC
63301,2019-01-17,ORGANIC
8415,2019-01-04,PPC
46765,2019-01-22,PPC
58698,2019-01-06,PPC
45906,2019-01-20,PPC
29453,2019-01-17,PPC
69472,2019-01-24,PPC
95360,2019-01-24,ORGANIC
24705,2019-01-26,PPC
80136,2019-01-05,PPC
8359,2019-01-05,PPC
32276,2019-01-18,EMAIL
40659,2019-01-20,EMAIL
12707,2019-01-12,ORGANIC
85477,2019-01-26,EMAIL
1655,2019-01-21,ORGANIC
25751,2019-01-12,PPC
64481,2019-01-10,PPC
35652,2019-01-23,EMAIL
13699,2019-01-14,ORGANIC
79639,2019-01-05,PPC
15429,2019-01-16,ORGANIC
31768,2019-01-17,PPC
79998,2019-01-12,PPC
2857,2019-01-20,ORGANIC
83043,2019-01-24,PPC
80818,2019-01-04,ORGANIC
60214,2019-01-03,ORGANIC
13222,2019-01-19,ORGANIC
82873,2019-01-26,PPC
95532,2019-01-27,EMAIL
85524,2019-01-17,PPC
81032,2019-01-25,PPC
49537,2019-01-11,ORGANIC
2261,2019-01-24,ORGANIC
13582,2019-01-03,PPC
84383,2019-01-21,ORGANIC
33016,2019-01-24,PPC
28844,2019-01-05,PPC
93035,2019-01-17,ORGANIC
11053,2019-01-20,PPC
35492,2019-01-27,ORGANIC
87346,2019-01-03,PPC
74202,2019-01-18,EMAIL
32557,2019-01-10,ORGANIC
38740,2019-01-14,PPC
3709,2019-01-15,PPC
81605,2019-01-25,PPC
65193,2019-01-03,PPC
1501,2019-01-13,ORGANIC
64452,2019-01-05,ORGANIC
36042,2019-01-18,ORGANIC
92181,2019-01-09,ORGANIC
76142,2019-01-03,ORGANIC
93748,2019-01-11,PPC
51365,2019-01-09,ORGANIC
61686,2019-01-08,ORGANIC
14220,2019-01-22,ORGANIC
84479,2019-01-21,PPC
43390,2019-01-06,ORGANIC
49869,2019-01-22,EMAIL
8241,2019-01-23,ORGANIC
32564,2019-01-18,ORGANIC
4464,2019-01-23,PPC
41482,2019-01-03,ORGANIC
46008,2019-01-26,ORGANIC
81069,2019-01-26,EMAIL
17808,2019-01-19,ORGANIC
59027,2019-01-15,ORGANIC
51348,2019-01-18,ORGANIC
22800,2019-01-22,PPC
42804,2019-01-13,ORGANIC
74227,2019-01-19,ORGANIC
61629,2019-01-04,ORGANIC
59333,2019-01-03,PPC
93001,2019-01-12,ORGANIC
72757,2019-01-07,ORGANIC
72547,2019-01-27,PPC
82157,2019-01-09,EMAIL
60604,2019-01-02,EMAIL
48043,2019-01-27,EMAIL
7337,2019-01-19,ORGANIC
53106,2019-01-17,ORGANIC
40666,2019-01-13,PPC
71421,2019-01-08,PPC
95372,2019-01-15,PPC
2617,2019-01-06,ORGANIC
66080,2019-01-11,ORGANIC
41758,2019-01-09,ORGANIC
98095,2019-01-03,PPC
20840,2019-01-19,ORGANIC
86265,2019-01-24,PPC
8264,2019-01-17,ORGANIC
29960,2019-01-08,ORGANIC
38690,2019-01-20,ORGANIC
17382,2019-01-20,ORGANIC
40862,2019-01-21,ORGANIC
29745,2019-01-25,PPC
59568,2019-01-14,ORGANIC
66630,2019-01-19,ORGANIC
14509,2019-01-02,ORGANIC
51576,2019-01-08,ORGANIC
13587,2019-01-03,PPC
84950,2019-01-21,EMAIL
15308,2019-01-04,PPC
63271,2019-01-22,EMAIL
73871,2019-01-26,PPC
33499,2019-01-23,ORGANIC
41720,2019-01-15,ORGANIC
15004,2019-01-19,ORGANIC
57609,2019-01-05,ORGANIC
71446,2019-01-18,ORGANIC
80002,2019-01-18,ORGANIC
44576,2019-01-06,ORGANIC
14079,2019-01-21,EMAIL
40323,2019-01-10,ORGANIC
38274,2019-01-02,ORGANIC
19556,2019-01-20,PPC
64389,2019-01-20,EMAIL
10385,2019-01-22,ORGANIC
21418,2019-01-05,ORGANIC
49520,2019-01-09,ORGANIC
36898,2019-01-10,PPC
49335,2019-01-10,PPC
63651,2019-01-25,ORGANIC
10437,2019-01-13,ORGANIC
66380,2019-01-15,ORGANIC
88677,2019-01-19,ORGANIC
40040,2019-01-15,ORGANIC
23258,2019-01-05,EMAIL
55467,2019-01-08,PPC
41495,2019-01-02,EMAIL
60061,2019-01-16,ORGANIC
33655,2019-01-16,ORGANIC
96510,2019-01-10,PPC
34685,2019-01-21,EMAIL
40639,2019-01-14,ORGANIC
96282,2019-01-25,ORGANIC
64529,2019-01-15,PPC
19550,2019-01-12,ORGANIC
99868,2019-01-20,EMAIL
79299,2019-01-14,ORGANIC
14899,2019-01-06,ORGANIC
59560,2019-01-11,PPC
22627,2019-01-07,ORGANIC
33583,2019-01-09,ORGANIC
31601,2019-01-19,ORGANIC
38480,2019-01-07,ORGANIC
60000,2019-01-08,ORGANIC
12481,2019-01-06,ORGANIC
9964,2019-01-18,PPC
47151,2019-01-02,PPC
91225,2019-01-16,ORGANIC
69486,2019-01-15,ORGANIC
13623,2019-01-12,ORGANIC
26673,2019-01-06,ORGANIC
81587,2019-01-08,PPC
77078,2019-01-07,ORGANIC
6563,2019-01-02,PPC
81578,2019-01-09,EMAIL
28182,2019-01-07,ORGANIC
49640,2019-01-22,ORGANIC
40541,2019-01-03,ORGANIC
51867,2019-01-18,ORGANIC
65146,2019-01-18,ORGANIC
23406,2019-01-07,PPC
78234,2019-01-25,EMAIL
66356,2019-01-15,EMAIL
25512,2019-01-13,ORGANIC
12019,2019-01-19,ORGANIC
32850,2019-01-17,ORGANIC
31281,2019-01-18,PPC
64709,2019-01-08,PPC
22927,2019-01-17,PPC
45161,2019-01-26,PPC
78330,2019-01-06,ORGANIC
78873,2019-01-08,ORGANIC
49063,2019-01-14,ORGANIC
99698,2019-01-05,ORGANIC
2229,2019-01-08,ORGANIC
