user_id,act_timestamp,act_type
16630,2019-01-24,Select_Category
31819,2019-01-23,Add_Flavour
31819,2019-01-25,Select_Category
51036,2019-01-19,Add_Flavour
77251,2019-01-19,Add_Flavour
77251,2019-02-01,Select_Category
93870,2019-01-15,Add_Flavour
93870,2019-01-16,Select_Category
94788,2019-01-31,Add_Flavour
62945,2019-01-14,Add_Flavour
15743,2019-01-12,Add_Flavour
15743,2019-01-17,Select_Category
94653,2019-01-30,Add_Flavour
94653,2019-02-05,Select_Category
54973,2019-01-25,Add_Flavour
54973,2019-01-25,Select_Category
96350,2019-01-08,Add_Flavour
96350,2019-01-14,Select_Category
50450,2019-01-20,Add_Flavour
50450,2019-01-21,Select_Category
10697,2019-01-11,Add_Flavour
17895,2019-01-27,Add_Flavour
68328,2019-01-24,Add_Flavour
92429,2019-01-14,Add_Flavour
24629,2019-01-28,Add_Flavour
80334,2019-01-28,Add_Flavour
87946,2019-01-27,Add_Flavour
53997,2019-02-06,Add_Flavour
32321,2019-01-18,Add_Flavour
32321,2019-01-22,Select_Category
10584,2019-01-23,Add_Flavour
51060,2019-01-16,Add_Flavour
51060,2019-01-24,Select_Category
21399,2019-02-01,Add_Flavour
65366,2019-01-22,Add_Flavour
22531,2019-01-12,Add_Flavour
22531,2019-01-12,Select_Category
16040,2019-02-11,Add_Flavour
95170,2019-01-25,Add_Flavour
38362,2019-02-04,Add_Flavour
38362,2019-02-04,Select_Category
42411,2019-01-25,Add_Flavour
42411,2019-01-27,Select_Category
98506,2019-02-09,Add_Flavour
39355,2019-02-01,Add_Flavour
46668,2019-01-17,Add_Flavour
46668,2019-01-18,Select_Category
35815,2019-01-10,Add_Flavour
23098,2019-01-23,Add_Flavour
51551,2019-01-23,Add_Flavour
51551,2019-01-28,Select_Category
46351,2019-01-19,Add_Flavour
5884,2019-01-20,Add_Flavour
49950,2019-02-02,Add_Flavour
49950,2019-02-04,Select_Category
93962,2019-02-07,Add_Flavour
93962,2019-02-07,Select_Category
37450,2019-01-19,Add_Flavour
10580,2019-01-16,Add_Flavour
95076,2019-01-18,Add_Flavour
44124,2019-01-28,Add_Flavour
98879,2019-01-21,Add_Flavour
66880,2019-01-06,Add_Flavour
75280,2019-01-20,Add_Flavour
7113,2019-01-28,Add_Flavour
7113,2019-01-28,Select_Category
95737,2019-01-19,Add_Flavour
95737,2019-01-30,Select_Category
23270,2019-01-26,Add_Flavour
30697,2019-01-22,Add_Flavour
39788,2019-01-11,Add_Flavour
18572,2019-01-21,Add_Flavour
74001,2019-02-01,Add_Flavour
51192,2019-02-03,Add_Flavour
37989,2019-01-11,Add_Flavour
37989,2019-01-20,Select_Category
5373,2019-01-23,Add_Flavour
96953,2019-01-27,Add_Flavour
75710,2019-02-03,Add_Flavour
75710,2019-02-05,Select_Category
34491,2019-01-04,Add_Flavour
34491,2019-01-15,Select_Category
12172,2019-01-25,Add_Flavour
12172,2019-01-28,Select_Category
49119,2019-01-28,Add_Flavour
6295,2019-02-02,Add_Flavour
72221,2019-01-17,Add_Flavour
72221,2019-01-30,Select_Category
51169,2019-02-04,Add_Flavour
13288,2019-02-06,Add_Flavour
13288,2019-02-06,Select_Category
33816,2019-01-17,Add_Flavour
33816,2019-02-02,Select_Category
56936,2019-02-04,Add_Flavour
56936,2019-02-09,Select_Category
50376,2019-01-19,Add_Flavour
50376,2019-01-23,Select_Category
84833,2019-01-07,Add_Flavour
84833,2019-01-07,Select_Category
77434,2019-02-09,Add_Flavour
77434,2019-02-09,Select_Category
19938,2019-02-04,Add_Flavour
19938,2019-02-04,Select_Category
55364,2019-01-28,Add_Flavour
55364,2019-02-15,Select_Category
69293,2019-01-11,Add_Flavour
69293,2019-01-30,Select_Category
15342,2019-01-11,Add_Flavour
20560,2019-02-04,Add_Flavour
20560,2019-02-05,Select_Category
35911,2019-01-18,Add_Flavour
35911,2019-01-24,Select_Category
56709,2019-01-16,Add_Flavour
34657,2019-02-05,Add_Flavour
24395,2019-02-15,Add_Flavour
22156,2019-01-25,Add_Flavour
13387,2019-01-28,Add_Flavour
13387,2019-01-31,Select_Category
58261,2019-01-12,Add_Flavour
81603,2019-01-08,Add_Flavour
81603,2019-01-15,Select_Category
33169,2019-02-04,Add_Flavour
34383,2019-01-27,Add_Flavour
6672,2019-01-14,Add_Flavour
6672,2019-01-17,Select_Category
50157,2019-01-31,Add_Flavour
84734,2019-01-24,Add_Flavour
30924,2019-02-10,Add_Flavour
80143,2019-02-08,Add_Flavour
63425,2019-01-23,Add_Flavour
63425,2019-01-27,Select_Category
53501,2019-01-18,Add_Flavour
53501,2019-01-21,Select_Category
43729,2019-01-27,Add_Flavour
80113,2019-01-15,Add_Flavour
85284,2019-01-24,Add_Flavour
3583,2019-02-03,Add_Flavour
48972,2019-01-18,Add_Flavour
48972,2019-01-30,Select_Category
64216,2019-01-28,Add_Flavour
64216,2019-01-30,Select_Category
12100,2019-01-14,Add_Flavour
12100,2019-01-18,Select_Category
97606,2019-01-30,Add_Flavour
97606,2019-02-02,Select_Category
34224,2019-02-06,Add_Flavour
48197,2019-01-30,Add_Flavour
15221,2019-02-10,Add_Flavour
64627,2019-01-21,Add_Flavour
64627,2019-01-23,Select_Category
19763,2019-01-18,Add_Flavour
90158,2019-01-26,Add_Flavour
90158,2019-02-01,Select_Category
40607,2019-02-09,Add_Flavour
40607,2019-02-10,Select_Category
16720,2019-01-21,Add_Flavour
68363,2019-02-01,Add_Flavour
68363,2019-02-01,Select_Category
34838,2019-01-04,Add_Flavour
34838,2019-01-17,Select_Category
47642,2019-02-04,Add_Flavour
47642,2019-02-05,Select_Category
49541,2019-01-16,Add_Flavour
49541,2019-01-25,Select_Category
48494,2019-01-22,Add_Flavour
8760,2019-02-07,Add_Flavour
8760,2019-02-07,Select_Category
54550,2019-02-03,Add_Flavour
83011,2019-01-14,Add_Flavour
77063,2019-02-06,Add_Flavour
40868,2019-01-22,Add_Flavour
60863,2019-01-30,Add_Flavour
14173,2019-01-11,Add_Flavour
14173,2019-01-22,Select_Category
87940,2019-01-30,Add_Flavour
87940,2019-02-02,Select_Category
51760,2019-01-13,Add_Flavour
51760,2019-01-13,Select_Category
35673,2019-01-24,Add_Flavour
4640,2019-01-19,Add_Flavour
88473,2019-02-01,Add_Flavour
42550,2019-01-20,Add_Flavour
52690,2019-01-27,Add_Flavour
70472,2019-01-30,Add_Flavour
41591,2019-02-02,Add_Flavour
41591,2019-02-04,Select_Category
89988,2019-01-23,Add_Flavour
89988,2019-01-23,Select_Category
66048,2019-01-27,Add_Flavour
66048,2019-01-30,Select_Category
39362,2019-01-09,Add_Flavour
61098,2019-01-29,Add_Flavour
61098,2019-02-10,Select_Category
79785,2019-01-20,Add_Flavour
79785,2019-01-22,Select_Category
74795,2019-01-04,Add_Flavour
13036,2019-01-22,Add_Flavour
21041,2019-01-10,Add_Flavour
21041,2019-01-26,Select_Category
53178,2019-01-27,Add_Flavour
53178,2019-01-29,Select_Category
17445,2019-01-06,Add_Flavour
20056,2019-01-14,Add_Flavour
96947,2019-02-02,Add_Flavour
63933,2019-01-21,Add_Flavour
63933,2019-01-23,Select_Category
10165,2019-01-20,Add_Flavour
10165,2019-02-02,Select_Category
64293,2019-02-07,Add_Flavour
64293,2019-02-08,Select_Category
33674,2019-01-10,Add_Flavour
62369,2019-01-22,Add_Flavour
36571,2019-01-29,Add_Flavour
24923,2019-01-30,Add_Flavour
24923,2019-02-01,Select_Category
94371,2019-01-11,Add_Flavour
94371,2019-01-20,Select_Category
70490,2019-02-03,Add_Flavour
70490,2019-02-09,Select_Category
83976,2019-01-15,Add_Flavour
23364,2019-01-31,Add_Flavour
23364,2019-02-01,Select_Category
5642,2019-01-16,Add_Flavour
2030,2019-01-24,Add_Flavour
2030,2019-02-05,Select_Category
41017,2019-01-18,Add_Flavour
70459,2019-01-31,Add_Flavour
20503,2019-01-16,Add_Flavour
57357,2019-01-14,Add_Flavour
57357,2019-01-17,Select_Category
52605,2019-01-17,Add_Flavour
52605,2019-01-19,Select_Category
51308,2019-01-30,Add_Flavour
69694,2019-01-17,Add_Flavour
97139,2019-01-04,Add_Flavour
68808,2019-01-26,Add_Flavour
67221,2019-01-08,Add_Flavour
67221,2019-01-09,Select_Category
3988,2019-01-27,Add_Flavour
3988,2019-01-28,Select_Category
99110,2019-01-24,Add_Flavour
22236,2019-02-03,Add_Flavour
22236,2019-02-03,Select_Category
24422,2019-01-20,Add_Flavour
98904,2019-01-20,Add_Flavour
98904,2019-01-30,Select_Category
82505,2019-01-09,Add_Flavour
82505,2019-01-09,Select_Category
57853,2019-01-20,Add_Flavour
57853,2019-01-21,Select_Category
29002,2019-01-25,Add_Flavour
29002,2019-01-28,Select_Category
97947,2019-01-29,Add_Flavour
97947,2019-02-03,Select_Category
35299,2019-01-09,Add_Flavour
71189,2019-01-30,Add_Flavour
74386,2019-01-18,Add_Flavour
74386,2019-01-24,Select_Category
12887,2019-01-21,Add_Flavour
87102,2019-01-23,Add_Flavour
98807,2019-02-04,Add_Flavour
40580,2019-01-19,Add_Flavour
38399,2019-01-28,Add_Flavour
38399,2019-02-09,Select_Category
25452,2019-01-25,Add_Flavour
60787,2019-01-28,Add_Flavour
60787,2019-01-28,Select_Category
34037,2019-02-11,Add_Flavour
34037,2019-02-11,Select_Category
2023,2019-01-20,Add_Flavour
42092,2019-02-15,Add_Flavour
42092,2019-02-15,Select_Category
21397,2019-02-06,Add_Flavour
70800,2019-01-20,Add_Flavour
70800,2019-01-23,Select_Category
73617,2019-01-13,Add_Flavour
73617,2019-01-13,Select_Category
3393,2019-01-20,Add_Flavour
38655,2019-01-20,Add_Flavour
38655,2019-01-23,Select_Category
49558,2019-01-17,Add_Flavour
49558,2019-01-21,Select_Category
1521,2019-01-19,Add_Flavour
71117,2019-01-31,Add_Flavour
14944,2019-01-09,Add_Flavour
22513,2019-01-22,Add_Flavour
94493,2019-01-31,Add_Flavour
94493,2019-02-02,Select_Category
17489,2019-01-17,Add_Flavour
17489,2019-01-17,Select_Category
28157,2019-02-03,Add_Flavour
37396,2019-01-20,Add_Flavour
73231,2019-01-20,Add_Flavour
73231,2019-02-02,Select_Category
15555,2019-01-18,Add_Flavour
15555,2019-02-03,Select_Category
42073,2019-01-28,Add_Flavour
51976,2019-02-13,Add_Flavour
18299,2019-01-14,Add_Flavour
73697,2019-01-19,Add_Flavour
73697,2019-01-29,Select_Category
66951,2019-01-12,Add_Flavour
43343,2019-01-25,Add_Flavour
8809,2019-02-10,Add_Flavour
95298,2019-01-19,Add_Flavour
2986,2019-02-02,Add_Flavour
81362,2019-01-22,Add_Flavour
40554,2019-01-13,Add_Flavour
40554,2019-01-15,Select_Category
15581,2019-01-10,Add_Flavour
90911,2019-01-09,Add_Flavour
90911,2019-01-15,Select_Category
72269,2019-01-26,Add_Flavour
72269,2019-01-26,Select_Category
35063,2019-01-14,Add_Flavour
67264,2019-01-31,Add_Flavour
36253,2019-01-26,Add_Flavour
36253,2019-02-04,Select_Category
35925,2019-01-26,Add_Flavour
53440,2019-01-24,Add_Flavour
59907,2019-01-29,Add_Flavour
90885,2019-01-12,Add_Flavour
90885,2019-01-25,Select_Category
77795,2019-02-08,Add_Flavour
77795,2019-02-08,Select_Category
16463,2019-01-17,Add_Flavour
16463,2019-01-22,Select_Category
90368,2019-01-27,Add_Flavour
51407,2019-01-18,Add_Flavour
51407,2019-01-22,Select_Category
28092,2019-01-21,Add_Flavour
52832,2019-02-04,Add_Flavour
94597,2019-01-06,Add_Flavour
94597,2019-01-19,Select_Category
75622,2019-02-07,Add_Flavour
70166,2019-01-16,Add_Flavour
70166,2019-01-17,Select_Category
99009,2019-02-14,Add_Flavour
79500,2019-01-24,Add_Flavour
73641,2019-01-19,Add_Flavour
73641,2019-01-25,Select_Category
33141,2019-01-18,Add_Flavour
33141,2019-01-21,Select_Category
30036,2019-02-09,Add_Flavour
30036,2019-02-13,Select_Category
16117,2019-02-01,Add_Flavour
33734,2019-01-25,Add_Flavour
73139,2019-02-04,Add_Flavour
61809,2019-02-03,Add_Flavour
61809,2019-02-04,Select_Category
11998,2019-01-20,Add_Flavour
98898,2019-01-06,Add_Flavour
98898,2019-01-08,Select_Category
4457,2019-01-28,Add_Flavour
4457,2019-02-03,Select_Category
92078,2019-01-10,Add_Flavour
45860,2019-01-27,Add_Flavour
69244,2019-01-28,Add_Flavour
68146,2019-01-11,Add_Flavour
68146,2019-01-15,Select_Category
61710,2019-01-11,Add_Flavour
61710,2019-01-21,Select_Category
1830,2019-01-24,Add_Flavour
1830,2019-01-24,Select_Category
5504,2019-02-05,Add_Flavour
5504,2019-02-06,Select_Category
12731,2019-01-24,Add_Flavour
70876,2019-01-19,Add_Flavour
98191,2019-02-02,Add_Flavour
4680,2019-02-01,Add_Flavour
4680,2019-02-07,Select_Category
43445,2019-01-21,Add_Flavour
43445,2019-01-29,Select_Category
70601,2019-01-18,Add_Flavour
14618,2019-01-24,Add_Flavour
8182,2019-01-20,Add_Flavour
8182,2019-01-22,Select_Category
50321,2019-02-02,Add_Flavour
50321,2019-02-02,Select_Category
33507,2019-01-25,Add_Flavour
33507,2019-02-02,Select_Category
3210,2019-01-26,Add_Flavour
40946,2019-01-12,Add_Flavour
40946,2019-01-17,Select_Category
39752,2019-02-04,Add_Flavour
86724,2019-01-12,Add_Flavour
86724,2019-01-21,Select_Category
70557,2019-01-30,Add_Flavour
93222,2019-01-28,Add_Flavour
34171,2019-01-22,Add_Flavour
77474,2019-01-12,Add_Flavour
38927,2019-01-14,Add_Flavour
12752,2019-01-15,Add_Flavour
12752,2019-01-18,Select_Category
6075,2019-01-25,Add_Flavour
6075,2019-02-05,Select_Category
27212,2019-01-21,Add_Flavour
25136,2019-01-25,Add_Flavour
67593,2019-01-12,Add_Flavour
81858,2019-01-27,Add_Flavour
78042,2019-01-30,Add_Flavour
78042,2019-02-01,Select_Category
19084,2019-02-13,Add_Flavour
54516,2019-01-14,Add_Flavour
54516,2019-01-19,Select_Category
26288,2019-01-23,Add_Flavour
92358,2019-01-05,Add_Flavour
49092,2019-01-18,Add_Flavour
31603,2019-01-28,Add_Flavour
13877,2019-01-22,Add_Flavour
13877,2019-02-07,Select_Category
24657,2019-01-28,Add_Flavour
12235,2019-01-30,Add_Flavour
65857,2019-01-25,Add_Flavour
65857,2019-01-30,Select_Category
43821,2019-02-01,Add_Flavour
62620,2019-02-04,Add_Flavour
62620,2019-02-04,Select_Category
19862,2019-01-21,Add_Flavour
49577,2019-01-27,Add_Flavour
61603,2019-02-08,Add_Flavour
61603,2019-02-12,Select_Category
81911,2019-01-31,Add_Flavour
81911,2019-02-01,Select_Category
57042,2019-01-21,Add_Flavour
57042,2019-01-24,Select_Category
52548,2019-01-15,Add_Flavour
30117,2019-01-28,Add_Flavour
30117,2019-01-28,Select_Category
79552,2019-02-05,Add_Flavour
13454,2019-01-28,Add_Flavour
13454,2019-01-28,Select_Category
3715,2019-01-27,Add_Flavour
3715,2019-01-27,Select_Category
25395,2019-01-09,Add_Flavour
52325,2019-01-21,Add_Flavour
52325,2019-02-03,Select_Category
31969,2019-02-01,Add_Flavour
31969,2019-02-04,Select_Category
45232,2019-01-23,Add_Flavour
24174,2019-01-16,Add_Flavour
24174,2019-01-16,Select_Category
80909,2019-01-12,Add_Flavour
29988,2019-01-30,Add_Flavour
29988,2019-01-30,Select_Category
33172,2019-01-09,Add_Flavour
62905,2019-01-14,Add_Flavour
67733,2019-01-08,Add_Flavour
15587,2019-01-29,Add_Flavour
41066,2019-01-11,Add_Flavour
41066,2019-01-12,Select_Category
93502,2019-01-24,Add_Flavour
93502,2019-01-24,Select_Category
89939,2019-01-22,Add_Flavour
98492,2019-02-02,Add_Flavour
36477,2019-01-06,Add_Flavour
36477,2019-01-10,Select_Category
12743,2019-01-28,Add_Flavour
27926,2019-01-11,Add_Flavour
27926,2019-01-11,Select_Category
98301,2019-02-02,Add_Flavour
98301,2019-02-07,Select_Category
59730,2019-01-25,Add_Flavour
99146,2019-01-08,Add_Flavour
23673,2019-01-18,Add_Flavour
48327,2019-01-13,Add_Flavour
4142,2019-02-06,Add_Flavour
16376,2019-01-22,Add_Flavour
40778,2019-01-27,Add_Flavour
74109,2019-01-03,Add_Flavour
66431,2019-02-07,Add_Flavour
89463,2019-02-12,Add_Flavour
6044,2019-01-20,Add_Flavour
6044,2019-01-21,Select_Category
75256,2019-01-25,Add_Flavour
46784,2019-01-20,Add_Flavour
46784,2019-01-22,Select_Category
53599,2019-01-26,Add_Flavour
53599,2019-02-11,Select_Category
45247,2019-01-22,Add_Flavour
45247,2019-01-30,Select_Category
33268,2019-01-10,Add_Flavour
45757,2019-02-08,Add_Flavour
45757,2019-02-08,Select_Category
60163,2019-02-06,Add_Flavour
36179,2019-01-28,Add_Flavour
36179,2019-01-29,Select_Category
31734,2019-01-19,Add_Flavour
38281,2019-02-01,Add_Flavour
38281,2019-02-03,Select_Category
18606,2019-01-27,Add_Flavour
80658,2019-01-17,Add_Flavour
80658,2019-01-20,Select_Category
41815,2019-01-22,Add_Flavour
41815,2019-01-26,Select_Category
1146,2019-01-27,Add_Flavour
45390,2019-01-26,Add_Flavour
56974,2019-02-05,Add_Flavour
56974,2019-02-05,Select_Category
83027,2019-02-02,Add_Flavour
44713,2019-01-11,Add_Flavour
31820,2019-02-07,Add_Flavour
31954,2019-01-16,Add_Flavour
31954,2019-01-16,Select_Category
11497,2019-01-24,Add_Flavour
46601,2019-01-28,Add_Flavour
23618,2019-01-16,Add_Flavour
25444,2019-01-30,Add_Flavour
95085,2019-01-23,Add_Flavour
95085,2019-02-01,Select_Category
11991,2019-02-07,Add_Flavour
67285,2019-01-13,Add_Flavour
92002,2019-01-31,Add_Flavour
92002,2019-01-31,Select_Category
31429,2019-02-04,Add_Flavour
31429,2019-02-06,Select_Category
62109,2019-01-23,Add_Flavour
33999,2019-01-09,Add_Flavour
33999,2019-01-12,Select_Category
32881,2019-01-18,Add_Flavour
32881,2019-01-28,Select_Category
49163,2019-01-31,Add_Flavour
49163,2019-02-01,Select_Category
33781,2019-01-22,Add_Flavour
8578,2019-02-06,Add_Flavour
62434,2019-02-04,Add_Flavour
62135,2019-01-10,Add_Flavour
62135,2019-01-18,Select_Category
91467,2019-01-25,Add_Flavour
20627,2019-01-31,Add_Flavour
23115,2019-02-01,Add_Flavour
51046,2019-01-30,Add_Flavour
51046,2019-01-31,Select_Category
5377,2019-01-13,Add_Flavour
5377,2019-01-18,Select_Category
38047,2019-01-26,Add_Flavour
75814,2019-01-12,Add_Flavour
75814,2019-01-15,Select_Category
47755,2019-02-01,Add_Flavour
30142,2019-01-29,Add_Flavour
30142,2019-01-29,Select_Category
45327,2019-01-26,Add_Flavour
45327,2019-01-28,Select_Category
22309,2019-01-23,Add_Flavour
4262,2019-01-27,Add_Flavour
4262,2019-02-03,Select_Category
76414,2019-02-04,Add_Flavour
4287,2019-02-05,Add_Flavour
4287,2019-02-13,Select_Category
92819,2019-01-27,Add_Flavour
92819,2019-02-07,Select_Category
42715,2019-01-29,Add_Flavour
51023,2019-01-23,Add_Flavour
51023,2019-01-24,Select_Category
18697,2019-01-04,Add_Flavour
18697,2019-01-19,Select_Category
11919,2019-01-13,Add_Flavour
11919,2019-01-20,Select_Category
81831,2019-01-06,Add_Flavour
96387,2019-01-18,Add_Flavour
68391,2019-01-21,Add_Flavour
46496,2019-02-05,Add_Flavour
46496,2019-02-05,Select_Category
13941,2019-01-29,Add_Flavour
13941,2019-02-10,Select_Category
48353,2019-01-12,Add_Flavour
48353,2019-01-14,Select_Category
90664,2019-01-24,Add_Flavour
8790,2019-01-28,Add_Flavour
8790,2019-01-28,Select_Category
87233,2019-01-31,Add_Flavour
38993,2019-01-16,Add_Flavour
38993,2019-01-23,Select_Category
84408,2019-01-27,Add_Flavour
39199,2019-01-23,Add_Flavour
39199,2019-01-24,Select_Category
57195,2019-02-05,Add_Flavour
57195,2019-02-05,Select_Category
25213,2019-01-25,Add_Flavour
25213,2019-02-09,Select_Category
30691,2019-01-20,Add_Flavour
30691,2019-01-20,Select_Category
21624,2019-01-13,Add_Flavour
21624,2019-01-28,Select_Category
61605,2019-01-16,Add_Flavour
66769,2019-02-05,Add_Flavour
30256,2019-02-07,Add_Flavour
88751,2019-01-11,Add_Flavour
38284,2019-01-05,Add_Flavour
38284,2019-01-21,Select_Category
7717,2019-01-22,Add_Flavour
13914,2019-01-12,Add_Flavour
13914,2019-01-20,Select_Category
45920,2019-01-14,Add_Flavour
45920,2019-01-28,Select_Category
22047,2019-01-05,Add_Flavour
28860,2019-01-20,Add_Flavour
86261,2019-01-24,Add_Flavour
24799,2019-01-17,Add_Flavour
24799,2019-01-17,Select_Category
11791,2019-02-01,Add_Flavour
11791,2019-02-03,Select_Category
91839,2019-01-21,Add_Flavour
91839,2019-01-22,Select_Category
36276,2019-01-14,Add_Flavour
59440,2019-01-16,Add_Flavour
59440,2019-01-17,Select_Category
41047,2019-01-31,Add_Flavour
41047,2019-02-04,Select_Category
96677,2019-02-06,Add_Flavour
96677,2019-02-06,Select_Category
36362,2019-01-03,Add_Flavour
36362,2019-01-12,Select_Category
55836,2019-01-19,Add_Flavour
55836,2019-01-30,Select_Category
33191,2019-01-18,Add_Flavour
33191,2019-01-25,Select_Category
80702,2019-02-02,Add_Flavour
80702,2019-02-05,Select_Category
93778,2019-01-29,Add_Flavour
3267,2019-01-17,Add_Flavour
69256,2019-01-08,Add_Flavour
69256,2019-01-23,Select_Category
84693,2019-01-20,Add_Flavour
84693,2019-01-25,Select_Category
17210,2019-01-28,Add_Flavour
55972,2019-01-06,Add_Flavour
55972,2019-01-22,Select_Category
75653,2019-01-20,Add_Flavour
75653,2019-01-25,Select_Category
55002,2019-02-02,Add_Flavour
55002,2019-02-12,Select_Category
78302,2019-01-26,Add_Flavour
78302,2019-01-30,Select_Category
79286,2019-01-19,Add_Flavour
1784,2019-01-23,Add_Flavour
1784,2019-01-23,Select_Category
40371,2019-01-03,Add_Flavour
28081,2019-01-23,Add_Flavour
57282,2019-01-15,Add_Flavour
57282,2019-01-23,Select_Category
7748,2019-02-12,Add_Flavour
95129,2019-02-02,Add_Flavour
95129,2019-02-04,Select_Category
92531,2019-01-26,Add_Flavour
92531,2019-01-26,Select_Category
44307,2019-01-18,Add_Flavour
44307,2019-01-23,Select_Category
77074,2019-01-10,Add_Flavour
91734,2019-02-02,Add_Flavour
91734,2019-02-05,Select_Category
91833,2019-01-21,Add_Flavour
84428,2019-01-15,Add_Flavour
84428,2019-01-25,Select_Category
3559,2019-01-18,Add_Flavour
57034,2019-01-08,Add_Flavour
57034,2019-01-12,Select_Category
50747,2019-02-09,Add_Flavour
32770,2019-02-14,Add_Flavour
58370,2019-01-29,Add_Flavour
42537,2019-02-10,Add_Flavour
42537,2019-02-12,Select_Category
22860,2019-02-06,Add_Flavour
61644,2019-02-03,Add_Flavour
2491,2019-02-12,Add_Flavour
2491,2019-02-12,Select_Category
96750,2019-01-17,Add_Flavour
50391,2019-01-30,Add_Flavour
50391,2019-02-06,Select_Category
80744,2019-01-23,Add_Flavour
80744,2019-01-26,Select_Category
15737,2019-01-26,Add_Flavour
32500,2019-01-06,Add_Flavour
32500,2019-01-08,Select_Category
34427,2019-01-16,Add_Flavour
54808,2019-01-29,Add_Flavour
66648,2019-02-08,Add_Flavour
48872,2019-01-22,Add_Flavour
48872,2019-01-28,Select_Category
66726,2019-01-28,Add_Flavour
66726,2019-02-04,Select_Category
93549,2019-02-06,Add_Flavour
86180,2019-01-22,Add_Flavour
86180,2019-01-25,Select_Category
22591,2019-01-25,Add_Flavour
22591,2019-02-11,Select_Category
63741,2019-01-25,Add_Flavour
18434,2019-01-17,Add_Flavour
18434,2019-01-20,Select_Category
33524,2019-02-03,Add_Flavour
79235,2019-02-06,Add_Flavour
71798,2019-02-14,Add_Flavour
96136,2019-01-20,Add_Flavour
96136,2019-02-04,Select_Category
94175,2019-01-30,Add_Flavour
94175,2019-02-08,Select_Category
7565,2019-01-20,Add_Flavour
7565,2019-01-25,Select_Category
47126,2019-01-31,Add_Flavour
47126,2019-01-31,Select_Category
20226,2019-01-26,Add_Flavour
20226,2019-01-30,Select_Category
47019,2019-01-24,Add_Flavour
47019,2019-01-24,Select_Category
98485,2019-02-05,Add_Flavour
95240,2019-02-09,Add_Flavour
95240,2019-02-09,Select_Category
81088,2019-01-22,Add_Flavour
81088,2019-01-22,Select_Category
98899,2019-01-20,Add_Flavour
98899,2019-01-21,Select_Category
18783,2019-01-12,Add_Flavour
18783,2019-01-19,Select_Category
75756,2019-01-22,Add_Flavour
75756,2019-01-30,Select_Category
50877,2019-02-01,Add_Flavour
48269,2019-01-25,Add_Flavour
48269,2019-01-28,Select_Category
94951,2019-01-28,Add_Flavour
11812,2019-01-17,Add_Flavour
10370,2019-01-15,Add_Flavour
63813,2019-02-02,Add_Flavour
63813,2019-02-10,Select_Category
69469,2019-02-01,Add_Flavour
69469,2019-02-04,Select_Category
58233,2019-01-19,Add_Flavour
71482,2019-01-18,Add_Flavour
83994,2019-02-05,Add_Flavour
81505,2019-01-30,Add_Flavour
81505,2019-02-06,Select_Category
